,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION,FAIL
377,Time Bug 26 - Strong Oracle,1678,9637,144,861,5,36,10,41,11,73,187,833,0,1,org.joda.time.TestMutableDateTime_Sets.testSetWeekyear_int1,TIME,26,False
378,Time Bug 24 - Strong Oracle,515,3292,55,421,0,0,0,0,0,0,61,326,0,1,org.joda.time.format.TestISODateTimeFormatParsing.test_basicTimeNoMillis,TIME,24,False
379,Time Bug 19 - Strong Oracle,2042,12614,174,1179,5,34,4,41,6,71,249,1103,0,1,org.joda.time.format.TestISODateTimeFormatParsing.test_basicOrdinalDate,TIME,19,False
380,Time Bug 26 - Strong Oracle,614,981,35,78,0,0,4,4,2,4,92,112,0,1,org.joda.time.TestLocalDate_Basics.testToDateTimeAtStartOfDay_avoidDST,TIME,26,False
381,Time Bug 25 - Strong Oracle,913,1900,84,224,2,4,4,4,7,11,113,189,0,1,org.joda.time.TestMutableDateTime_Sets.testSetDayOfWeek_int2,TIME,25,False
382,Time Bug 25 - Strong Oracle,324,1287,11,49,1,6,0,0,1,6,61,182,0,1,org.joda.time.TestDateTime_Properties.testPropertyGetMinuteOfDay,TIME,25,False
383,Time Bug 25 - Strong Oracle,344,1343,20,97,0,0,1,3,1,3,42,108,0,6,org.joda.time.TestMutablePeriod_Constructors.testConstructor_long_long_PeriodType_Chronology2,TIME,25,False
384,Time Bug 26 - Strong Oracle,314,784,22,68,1,3,0,0,2,4,38,65,0,4,org.joda.time.TestDateMidnight_Properties.testPropertyAddWrapFieldMonthOfYear,TIME,26,False
385,Time Bug 26 - Strong Oracle,135,178,11,15,0,0,0,0,0,0,13,15,0,1,org.joda.time.TestDateMidnight_Constructors.testConstructor_Object_nullDateTimeZone,TIME,26,False
386,Time Bug 26 - Strong Oracle,355,821,25,67,0,0,0,0,2,4,45,72,0,1,org.joda.time.TestDateMidnight_Constructors.testConstructor_int_int_int_nullDateTimeZone,TIME,26,False
387,Time Bug 24 - Strong Oracle,371,1804,34,166,2,8,0,0,1,8,44,170,0,4,org.joda.time.TestDateTimeComparator.testMonth,TIME,24,False
388,Time Bug 26 - Strong Oracle,290,587,24,55,1,2,0,0,0,0,35,58,0,16,org.joda.time.TestDateTimeComparator.testBasicComps3,TIME,26,False
389,Time Bug 26 - Strong Oracle,173,245,11,16,0,0,0,0,0,0,24,28,0,1,org.joda.time.TestDateMidnight_Basics.testToMutableDateTimeISO,TIME,26,False
390,Time Bug 25 - Strong Oracle,554,3608,41,293,0,0,1,4,2,12,67,370,0,3,org.joda.time.TestMonths.testFactory_monthsIn_RInterval,TIME,25,False
391,Time Bug 24 - Strong Oracle,837,5670,63,603,5,54,2,8,5,32,107,512,0,56,org.joda.time.chrono.TestISOChronology.testAddMonths,TIME,24,False
392,Time Bug 24 - Strong Oracle,267,741,11,39,1,12,1,4,1,12,51,95,0,1,org.joda.time.TestLocalTime_Constructors.testConstructor_ObjectString3,TIME,24,False
393,Time Bug 26 - Strong Oracle,118,167,12,16,0,0,0,0,0,0,11,13,0,6,org.joda.time.TestDateMidnight_Basics.testWithField1,TIME,26,False
394,Time Bug 25 - Strong Oracle,333,1052,19,75,0,0,1,2,1,2,42,87,0,6,org.joda.time.TestMutablePeriod_Updates.testSetPeriod_long_long_NoSeconds,TIME,25,False
395,Time Bug 25 - Strong Oracle,755,5994,68,682,2,16,4,15,5,36,89,592,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_plusHour_Gaza,TIME,25,False
396,Time Bug 24 - Strong Oracle,1146,8162,85,853,6,49,2,11,6,48,154,750,0,56,org.joda.time.chrono.TestGJChronology.testCutoverAddMonths,TIME,24,False
397,Time Bug 19 - Strong Oracle,110,116,11,11,0,0,0,0,0,0,10,10,0,2,org.joda.time.TestYearMonthDay_Basics.testToDateTimeAtMidnight,TIME,19,False
398,Time Bug 24 - Strong Oracle,573,20026,43,944,0,0,5,537,2,2,75,1864,0,5,org.joda.time.TestDateTimeZone.testForTimeZone_TimeZone,TIME,24,False
399,Time Bug 6 - Strong Oracle,304,387,21,28,1,2,2,2,3,4,39,43,0,1,org.joda.time.chrono.TestGJDate.test_plusWeekyears_positiveToZero_crossCutover,TIME,6,True
400,Time Bug 24 - Strong Oracle,255,486,17,40,0,0,0,0,2,4,38,51,0,1,org.joda.time.format.TestDateTimeFormat.testFormatParse_textEraAD_France,TIME,24,False
401,Time Bug 25 - Strong Oracle,798,1707,70,190,4,8,3,3,5,9,93,163,0,1,org.joda.time.TestDateTime_Properties.testPropertyRoundFloorHourOfDay,TIME,25,False
402,Time Bug 25 - Strong Oracle,110,116,11,11,0,0,0,0,0,0,10,10,0,1,org.joda.time.TestLocalDate_Basics.testToDateTimeAtStartOfDay_Zone,TIME,25,False
403,Time Bug 25 - Strong Oracle,1325,4044,108,476,4,18,3,6,4,11,148,349,0,1,org.joda.time.format.TestDateTimeFormatter.testParseDateTime_offsetParsed,TIME,25,False
404,Time Bug 25 - Strong Oracle,840,1824,83,221,2,4,4,4,7,11,90,167,0,1,org.joda.time.TestMutableDateTime_Adds.testAddMillis_int1,TIME,25,False
405,Time Bug 19 - Strong Oracle,458,2245,29,197,0,0,1,3,1,3,62,194,0,4,org.joda.time.TestMutablePeriod_Updates.testAdd_RInterval2,TIME,19,False
406,Time Bug 19 - Strong Oracle,181,198,18,19,0,0,0,0,0,0,21,22,0,2,org.joda.time.TestYearMonth_Basics.testToInterval_nullZone,TIME,19,False
407,Time Bug 24 - Strong Oracle,335,622,21,50,0,0,2,2,3,5,42,57,0,1,org.joda.time.format.TestDateTimeFormat.testFormatParse_textEraBC_France,TIME,24,False
408,Time Bug 26 - Strong Oracle,223,318,20,28,1,1,0,0,1,1,20,24,0,14,org.joda.time.TestDateTime_Basics.testPlusHours_int,TIME,26,False
409,Time Bug 26 - Strong Oracle,613,980,35,78,0,0,4,4,2,4,92,112,0,1,org.joda.time.TestLocalDate_Basics.testToDateTimeAtStartOfDay_Zone_avoidDST,TIME,26,False
410,Time Bug 26 - Strong Oracle,1683,7088,156,708,1,1,0,0,1,1,210,1044,0,7,org.joda.time.TestMutableDateTime_Sets.testSetMillis_RI1,TIME,26,False
411,Time Bug 25 - Strong Oracle,243,1062,17,81,0,0,0,0,1,5,26,111,0,3,org.joda.time.TestMinutes.testFactory_minutesBetween_RInstant,TIME,25,False
412,Time Bug 26 - Strong Oracle,309,769,20,62,0,0,0,0,2,4,38,65,0,4,org.joda.time.TestDateMidnight_Properties.testPropertyAddMonthOfYear,TIME,26,False
413,Time Bug 25 - Strong Oracle,1447,4314,116,513,4,13,3,7,5,10,169,399,0,1,org.joda.time.format.TestDateTimeFormatter.testParseInto_simple_precedence,TIME,25,False
414,Time Bug 18 - Strong Oracle,215,259,10,22,2,2,0,0,0,0,46,46,0,1,org.joda.time.chrono.TestGJChronology.testLeapYearRulesConstructionInvalid,TIME,18,False
415,Time Bug 3 - Strong Oracle,1298,4277,106,395,5,14,7,18,7,27,147,376,0,1,org.joda.time.TestMutableDateTime_Adds.testAddWeeks_int_dstOverlapWinter_addZero,TIME,3,True
416,Time Bug 6 - Strong Oracle,361,604,27,57,3,7,0,0,3,5,53,66,0,1,org.joda.time.chrono.TestGJDate.test_plusYears_positiveToZero_crossCutover,TIME,6,True
417,Time Bug 24 - Strong Oracle,273,363,26,40,1,1,2,2,2,2,40,50,0,1,org.joda.time.TestLocalDate_Constructors.testParse_formatter,TIME,24,False
418,Time Bug 25 - Strong Oracle,218,375,18,33,1,1,0,0,0,0,23,30,0,2,org.joda.time.TestLocalDate_Basics.testToDateMidnight_Zone,TIME,25,False
419,Time Bug 25 - Strong Oracle,119,119,9,9,0,0,0,0,0,0,10,10,0,1,org.joda.time.TestDateTime_Constructors.testConstructor_int_int_int_int_int_int_DateTimeZone,TIME,25,False
420,Time Bug 22 - Strong Oracle,612,2295,41,208,0,0,1,3,1,3,89,220,0,1,org.joda.time.TestMutablePeriod_Updates.testAdd_RD1,TIME,22,False
421,Time Bug 25 - Strong Oracle,920,3632,74,411,6,18,3,5,7,21,111,336,0,1,org.joda.time.TestDateTime_Properties.testPropertySetYear,TIME,25,False
422,Time Bug 25 - Strong Oracle,1616,12527,130,1072,5,44,6,49,8,93,190,1090,0,1,org.joda.time.TestMutableDateTime_Sets.testSetDayOfYear_int1,TIME,25,False
423,Time Bug 26 - Strong Oracle,117,166,12,16,0,0,0,0,0,0,11,13,0,2,org.joda.time.TestYearMonthDay_Basics.testToDateMidnight,TIME,26,False
424,Time Bug 25 - Strong Oracle,1696,12806,133,1158,7,97,6,49,7,93,197,1096,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyAddWrapFieldDayOfYear,TIME,25,False
425,Time Bug 19 - Strong Oracle,627,1458,56,155,2,4,1,3,3,7,70,135,0,1,org.joda.time.TestDateTimeZoneCutover.testDateTimeCreation_london,TIME,19,True
426,Time Bug 26 - Strong Oracle,309,769,20,62,0,0,0,0,2,4,38,65,0,4,org.joda.time.TestDateMidnight_Properties.testPropertyAddLongMonthOfYear,TIME,26,False
427,Time Bug 26 - Strong Oracle,388,1290,23,94,1,5,0,0,3,9,59,115,0,1,org.joda.time.TestMutableDateTime_Sets.testSetDate_RI2,TIME,26,False
428,Time Bug 26 - Strong Oracle,4383,61902,275,5606,4,45,8,62,10,101,617,8188,0,7,org.joda.time.TestSerialization.testSerializedBuddhistChronology,TIME,26,False
429,Time Bug 25 - Strong Oracle,137,155,11,12,0,0,0,0,0,0,14,16,0,1,org.joda.time.TestDateTime_Constructors.testConstructor_int_int_int_int_int_int,TIME,25,False
430,Time Bug 3 - Strong Oracle,1298,4277,106,395,5,14,7,18,7,27,147,376,0,1,org.joda.time.TestMutableDateTime_Adds.testAddDays_int_dstOverlapWinter_addZero,TIME,3,True
431,Time Bug 24 - Strong Oracle,233,376,22,32,0,0,0,0,0,0,34,46,0,2,org.joda.time.TestMutableDateTime_Constructors.testParse_noFormatter,TIME,24,False
432,Time Bug 26 - Strong Oracle,93,136,8,12,0,0,0,0,0,0,7,9,0,7,org.joda.time.TestDateMidnight_Basics.testWithChronology_Chronology,TIME,26,False
433,Time Bug 25 - Strong Oracle,977,2688,73,246,4,13,4,11,6,22,113,228,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyAddWrapFieldWeekOfWeekyear,TIME,25,False
434,Time Bug 26 - Strong Oracle,146,189,12,16,0,0,0,0,0,0,14,16,0,1,org.joda.time.TestDateMidnight_Constructors.testConstructor_Object_Chronology,TIME,26,False
435,Time Bug 24 - Strong Oracle,488,1402,23,106,1,5,1,1,3,13,87,157,0,1,org.joda.time.TestLocalDateTime_Constructors.testConstructor_Object_ChronologyMoscow,TIME,24,False
436,Time Bug 26 - Strong Oracle,1728,7174,160,716,1,1,0,0,1,1,215,1050,0,7,org.joda.time.convert.TestReadableIntervalConverter.testSetIntoInterval_Object1,TIME,26,False
437,Time Bug 22 - Strong Oracle,586,2258,40,207,0,0,1,3,1,3,83,211,0,1,org.joda.time.TestMutablePeriod_Updates.testAdd_long_Chronology1,TIME,22,False
438,Time Bug 19 - Strong Oracle,405,1190,27,92,2,7,0,0,3,8,61,109,0,1,org.joda.time.TestDateTime_Constructors.testConstructor_ObjectString1,TIME,19,False
439,Time Bug 25 - Strong Oracle,182,187,15,16,0,0,0,0,0,0,22,22,0,1,org.joda.time.TestInterval_Constructors.testConstructor_RI_RI5,TIME,25,False
440,Time Bug 24 - Strong Oracle,267,741,11,39,1,12,1,4,1,12,51,95,0,1,org.joda.time.TestLocalTime_Constructors.testConstructor_ObjectString1NewYork,TIME,24,False
441,Time Bug 26 - Strong Oracle,805,1659,67,173,2,5,1,1,3,8,108,175,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_setHourBack_Moscow_Spring,TIME,26,False
442,Time Bug 12 - Strong Oracle 2,997,3207,87,338,2,6,3,3,3,9,136,384,0,1,org.joda.time.TestLocalDate_Constructors.testFactory_fromDateFields_beforeYearZero1,TIME,12,True
443,Time Bug 25 - Strong Oracle,169,221,12,17,0,0,0,0,0,0,18,24,0,1,org.joda.time.TestMutableInterval_Constructors.testConstructor_long_long2,TIME,25,False
444,Time Bug 14 - Strong Oracle,470,770,33,65,1,1,1,1,2,3,70,93,0,1,org.joda.time.TestMonthDay_Basics.testMinusDays_int_negativeFromLeap,TIME,14,True
445,Time Bug 25 - Strong Oracle,438,1670,19,84,1,1,0,0,1,5,75,215,0,1,org.joda.time.TestDateMidnight_Properties.testPropertyGetYearOfEra,TIME,25,False
446,Time Bug 25 - Strong Oracle,1199,7233,82,657,7,73,4,23,5,43,145,597,0,1,org.joda.time.TestDateMidnight_Properties.testPropertyAddWrapFieldMonthOfYear,TIME,25,False
447,Time Bug 24 - Strong Oracle,220,270,25,34,0,0,2,2,2,2,29,34,0,2,org.joda.time.TestLocalDateTime_Constructors.testParse_noFormatter,TIME,24,False
448,Time Bug 24 - Strong Oracle,345,788,26,71,1,3,0,0,2,4,36,67,0,1,org.joda.time.TestYearMonthDay_Constructors.testConstructor_ObjectString4,TIME,24,False
449,Time Bug 25 - Strong Oracle,865,1930,74,208,4,9,4,4,6,11,99,177,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertySetDayOfWeek,TIME,25,False
450,Time Bug 26 - Strong Oracle,387,1289,23,94,1,5,0,0,3,9,59,115,0,1,org.joda.time.TestMutableDateTime_Sets.testSetTime_long1,TIME,26,False
451,Time Bug 24 - Strong Oracle,508,1457,27,124,2,13,1,1,3,13,87,157,0,1,org.joda.time.TestLocalDateTime_Constructors.testConstructor_ObjectString4,TIME,24,False
452,Time Bug 21 - Strong Oracle,137,166,15,22,0,0,2,2,2,2,14,16,0,1,org.joda.time.TestDateTimeZone.testGetName,TIME,21,False
453,Time Bug 25 - Strong Oracle,302,1252,24,98,0,0,1,3,1,3,29,112,0,7,org.joda.time.TestDuration_Basics.testToPeriodTo_PeriodType,TIME,25,False
454,Time Bug 19 - Strong Oracle,1415,6068,89,479,4,22,7,22,6,40,207,543,0,1,org.joda.time.TestMutableDateTime_Sets.testSetTime_RI1,TIME,19,False
455,Time Bug 24 - Strong Oracle,528,1143,36,94,0,0,0,0,2,4,61,102,0,2,org.joda.time.chrono.TestGJChronology.testPartialGetAsText,TIME,24,False
456,Time Bug 25 - Strong Oracle,344,1343,20,97,0,0,1,3,1,3,42,108,0,6,org.joda.time.TestMutablePeriod_Constructors.testConstructor_RI_RI2,TIME,25,False
457,Time Bug 26 - Strong Oracle,796,3243,73,378,3,15,3,6,5,19,93,303,0,1,org.joda.time.TestDateTimeZoneCutover.testBug2182444_usCentral,TIME,26,True
458,Time Bug 25 - Strong Oracle,386,1668,16,85,0,0,0,0,1,5,66,228,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyGetEra,TIME,25,False
459,Time Bug 14 - Strong Oracle,709,1780,47,156,2,3,4,5,4,11,88,169,0,1,org.joda.time.TestMonthDay_Properties.testPropertyAddDayOfMonth,TIME,14,False
460,Time Bug 25 - Strong Oracle,139,139,11,11,0,0,0,0,0,0,13,13,0,1,org.joda.time.TestDateTime_Constructors.testConstructor_int_int_int_int_int_int_Chronology,TIME,25,False
461,Time Bug 25 - Strong Oracle,847,2107,67,208,3,7,2,2,4,11,101,192,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertySetDayOfYear,TIME,25,False
462,Time Bug 19 - Strong Oracle,110,116,11,11,0,0,0,0,0,0,10,10,0,2,org.joda.time.TestYearMonthDay_Basics.testToDateTimeAtMidnight_nullZone,TIME,19,False
463,Time Bug 14 - Strong Oracle,1500,5032,134,500,2,3,3,5,3,11,214,568,0,1,org.joda.time.TestMonthDay_Basics.testMinusMonths_int_endOfMonthAdjust,TIME,14,True
464,Time Bug 24 - Strong Oracle,646,2432,63,264,2,4,2,2,4,10,90,309,0,1,org.joda.time.format.TestDateTimeFormatter.testParseLocalDate_weekyear_month_week_2012,TIME,24,True
465,Time Bug 25 - Strong Oracle,128,128,10,10,0,0,0,0,0,0,12,12,0,1,org.joda.time.TestMutableDateTime_Constructors.testConstructor_int_int_int_int_int_int_int_nullDateTimeZone,TIME,25,False
466,Time Bug 22 - Strong Oracle,647,5776,71,969,2,2,2,5,3,3,85,427,0,1,org.joda.time.TestMutablePeriod_Basics.testToString,TIME,22,False
467,Time Bug 26 - Strong Oracle,734,1653,66,187,2,4,3,3,5,9,85,157,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_roundCeiling_day_NewYork_Spring_postCutover,TIME,26,False
468,Time Bug 16 - Strong Oracle,1754,5473,150,594,5,31,7,16,6,22,202,496,0,1,org.joda.time.format.TestDateTimeFormatter.testParseInto_monthOnly_parseStartYear,TIME,16,True
469,Time Bug 26 - Strong Oracle,653,1558,65,187,3,7,2,2,5,9,71,143,0,4,org.joda.time.TestDateMidnight_Properties.testPropertyRoundFloorMonthOfYear,TIME,26,False
470,Time Bug 24 - Strong Oracle,205,571,12,40,1,4,0,0,1,4,22,52,0,1,org.joda.time.TestTimeOfDay_Constructors.testConstructor_ObjectString2,TIME,24,False
471,Time Bug 24 - Strong Oracle,103,126,6,7,1,2,0,0,1,2,18,19,0,1,org.joda.time.format.TestDateTimeFormat.testFormatParse_zoneId_colon,TIME,24,False
472,Time Bug 25 - Strong Oracle,1582,12404,106,1111,6,107,7,52,6,65,202,1085,0,3,org.joda.time.TestDateMidnight_Properties.testPropertyToIntervalDayOfMonth,TIME,25,False
473,Time Bug 25 - Strong Oracle,371,538,34,63,0,0,0,0,0,0,35,43,0,2,org.joda.time.TestMutableInterval_Constructors.testConstructor_Object3,TIME,25,False
474,Time Bug 19 - Strong Oracle,406,1867,24,153,0,0,1,3,1,3,52,160,0,6,org.joda.time.TestMutablePeriod_Constructors.testConstructor_long_long_PeriodType_Chronology1,TIME,19,False
475,Time Bug 3 - Strong Oracle,1298,4269,106,394,5,14,7,18,7,27,147,375,0,1,org.joda.time.TestMutableDateTime_Adds.testAddWeeks_int_dstOverlapSummer_addZero,TIME,3,False
476,Time Bug 19 - Strong Oracle,116,122,12,12,0,0,0,0,0,0,10,10,0,4,org.joda.time.TestMutableDateTime_Properties.testPropertyToIntervalDayOfMonth,TIME,19,False
477,Time Bug 24 - Strong Oracle,339,371,38,43,0,0,0,0,0,0,44,46,0,1,org.joda.time.format.TestDateTimeFormatter.testParseDateTime_simple,TIME,24,False
478,Time Bug 25 - Strong Oracle,382,1167,24,89,2,7,0,0,3,8,58,106,0,1,org.joda.time.convert.TestStringConverter.testGetDateTime2,TIME,25,False
479,Time Bug 25 - Strong Oracle,2352,41392,149,3381,11,219,13,129,12,256,344,3520,0,1,org.joda.time.TestDateMidnight_Basics.testWithers,TIME,25,False
480,Time Bug 25 - Strong Oracle,229,243,18,19,0,0,0,0,0,0,30,31,0,2,org.joda.time.TestMutableInterval_Constructors.testConstructor_RI_RI8,TIME,25,False
481,Time Bug 21 - Strong Oracle,151,180,17,24,0,0,2,2,2,2,16,18,0,1,org.joda.time.format.TestDateTimeFormatterBuilder.test_printParseShortName,TIME,21,False
482,Time Bug 25 - Strong Oracle,337,1333,18,95,0,0,1,3,1,3,43,109,0,6,org.joda.time.TestMutablePeriod_Updates.testSetPeriod_long_long1,TIME,25,False
483,Time Bug 4 - Strong Oracle,524,800,50,67,0,0,1,1,0,0,93,122,0,1,org.joda.time.TestPartial_Basics.testToString5,TIME,4,False
484,Time Bug 24 - Strong Oracle,255,486,17,40,0,0,0,0,2,4,38,51,0,1,org.joda.time.format.TestDateTimeFormat.testFormatParse_textEraAD_UK,TIME,24,False
485,Time Bug 25 - Strong Oracle,441,1464,25,87,2,3,0,0,1,2,66,171,0,2,org.joda.time.TestDateMidnight_Properties.testPropertyGetMonthOfYear,TIME,25,False
486,Time Bug 26 - Strong Oracle,341,485,29,42,0,0,0,0,2,2,39,45,0,6,org.joda.time.TestYearMonthDay_Basics.testToDateTime_nullRI,TIME,26,False
487,Time Bug 26 - Strong Oracle,388,1290,23,94,1,5,0,0,3,9,59,115,0,1,org.joda.time.TestMutableDateTime_Sets.testSetTime_Object3,TIME,26,False
488,Time Bug 25 - Strong Oracle,142,148,13,13,0,0,0,0,0,0,17,17,0,2,org.joda.time.TestDateTime_Constructors.testParse_formatter,TIME,25,False
489,Time Bug 25 - Strong Oracle,196,281,18,30,0,0,0,0,0,0,29,33,0,1,org.joda.time.TestLocalDate_Basics.testToInterval_Zone,TIME,25,False
490,Time Bug 11 - Strong Oracle,4069,61461,263,3461,4,6,12,1407,7,23,617,5885,0,1,org.joda.time.tz.TestCompiler.test_2400_fromDay,TIME,11,False
491,Time Bug 25 - Strong Oracle,221,325,17,34,0,0,2,2,1,1,16,21,0,1,org.joda.time.TestMutableInterval_Constructors.testConstructor_RP_RI7,TIME,25,False
492,Time Bug 26 - Strong Oracle,145,197,16,20,0,0,0,0,0,0,13,15,0,18,org.joda.time.TestDateMidnight_Basics.testPlusYears_int,TIME,26,False
493,Time Bug 22 - Strong Oracle,89,487,7,36,0,0,0,0,0,0,11,56,0,1,org.joda.time.TestPeriod_Basics.testSerialization,TIME,22,False
494,Time Bug 24 - Strong Oracle,512,2569,54,325,0,0,0,0,0,0,65,278,0,2,org.joda.time.format.TestISODateTimeFormatParsing.test_tTimeNoMillis,TIME,24,False
495,Time Bug 24 - Strong Oracle,95,101,11,11,0,0,0,0,0,0,14,14,0,4,org.joda.time.format.TestDateTimeFormatter.testParseDateTime_offsetParsed,TIME,24,False
496,Time Bug 24 - Strong Oracle,678,8964,67,1039,0,0,0,0,0,0,74,769,0,16,org.joda.time.format.TestISODateTimeFormatParsing.test_dateTimeParser,TIME,24,False
497,Time Bug 24 - Strong Oracle,511,1469,28,128,2,13,1,1,3,13,87,157,0,1,org.joda.time.TestLocalDateTime_Constructors.testConstructor_ObjectString2,TIME,24,False
498,Time Bug 26 - Strong Oracle,683,1499,64,174,2,4,2,2,5,9,82,150,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_roundFloor_Turk,TIME,26,False
499,Time Bug 21 - Strong Oracle,152,181,17,24,0,0,2,2,2,2,16,18,0,1,org.joda.time.format.TestDateTimeFormatStyle.testForStyle_mediumLongDateTime,TIME,21,False
500,Time Bug 24 - Strong Oracle,274,364,26,40,1,1,2,2,2,2,40,50,0,1,org.joda.time.TestStringConvert.testLocalDate,TIME,24,False
501,Time Bug 26 - Strong Oracle,755,3209,68,377,5,14,2,4,6,19,87,300,0,1,org.joda.time.TestDateTime_Properties.testPropertySetYear,TIME,26,False
502,Time Bug 24 - Strong Oracle,2901,32679,218,3184,4,80,6,100,7,163,369,2757,0,2,org.joda.time.TestDateTimeZoneCutover.testPeriod,TIME,24,False
503,Time Bug 26 - Strong Oracle,624,1211,29,85,1,1,5,5,3,6,92,131,0,1,org.joda.time.TestLocalDate_Basics.testToDateTimeAtStartOfDay,TIME,26,False
504,Time Bug 24 - Strong Oracle,208,4788,17,414,2,60,0,0,0,0,27,542,0,7,org.joda.time.TestDateTimeComparator.testListHour,TIME,24,False
505,Time Bug 25 - Strong Oracle,110,116,11,11,0,0,0,0,0,0,10,10,0,2,org.joda.time.TestLocalDate_Basics.testToDateTime_nullLocalTime_Zone,TIME,25,False
506,Time Bug 17 - Strong Oracle 2,195,379,19,38,0,0,0,0,0,0,16,25,0,6,org.joda.time.TestDateTimeZoneCutover.testBug3476684_adjustOffset_springGap,TIME,17,False
507,Time Bug 19 - Strong Oracle,740,1560,72,188,2,4,3,3,5,9,79,145,0,1,org.joda.time.TestMutableDateTime_Adds.testAddWeeks_int1,TIME,19,False
508,Time Bug 25 - Strong Oracle,196,281,18,30,0,0,0,0,0,0,29,33,0,3,org.joda.time.TestYearMonthDay_Basics.testToInterval_Zone,TIME,25,False
509,Time Bug 25 - Strong Oracle,126,138,6,6,0,0,0,0,0,0,12,13,0,2,org.joda.time.TestDuration_Constructors.testConstructor_long_long1,TIME,25,False
510,Time Bug 25 - Strong Oracle,221,325,17,34,0,0,2,2,1,1,16,21,0,1,org.joda.time.TestMutableInterval_Constructors.testConstructor_RI_RP7,TIME,25,False
511,Time Bug 25 - Strong Oracle,3380,17394,290,1984,5,27,14,24,12,30,395,1554,0,1,org.joda.time.convert.TestStringConverter.testGetDateTime,TIME,25,False
512,Time Bug 26 - Strong Oracle,1377,6183,115,656,3,25,5,22,5,39,160,519,0,2,org.joda.time.format.TestISODateTimeFormatParsing.test_basicWeekDate,TIME,26,False
513,Time Bug 24 - Strong Oracle,431,1302,31,104,2,7,0,0,3,8,64,116,0,1,org.joda.time.TestDateTime_Constructors.testConstructor_ObjectString3,TIME,24,False
514,Time Bug 19 - Strong Oracle,681,1453,60,154,1,2,3,4,5,8,78,134,0,1,org.joda.time.format.TestDateTimeFormatterBuilder.test_printParseLongNameWithLookup,TIME,19,False
515,Time Bug 26 - Strong Oracle,1526,12106,126,1042,5,44,6,48,8,91,178,1056,0,1,org.joda.time.TestMutableDateTime_Sets.testSetDayOfYear_int1,TIME,26,False
516,Time Bug 25 - Strong Oracle,344,1343,20,97,0,0,1,3,1,3,42,108,0,6,org.joda.time.TestPeriod_Constructors.testConstructor_RI_RI2,TIME,25,False
517,Time Bug 26 - Strong Oracle,1991,8104,185,772,1,1,0,0,1,1,255,1209,0,7,org.joda.time.TestMonthDay_Basics.testPlusMonths_int,TIME,26,False
518,Time Bug 26 - Strong Oracle,683,1499,64,174,2,4,2,2,5,9,82,150,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_roundCeiling_Turk,TIME,26,False
519,Time Bug 26 - Strong Oracle,1615,5358,153,614,2,5,0,0,3,8,205,595,0,1,org.joda.time.TestIllegalFieldValueException.testZoneTransition,TIME,26,False
520,Time Bug 25 - Strong Oracle,256,405,15,23,0,0,0,0,0,0,37,44,0,1,org.joda.time.TestMutablePeriod_Constructors.testConstructor_RI_RD_PeriodType2,TIME,25,False
521,Time Bug 25 - Strong Oracle,205,294,18,24,0,0,0,0,0,0,24,35,0,1,org.joda.time.TestDuration_Basics.testToIntervalTo,TIME,25,False
522,Time Bug 26 - Strong Oracle,136,179,11,15,0,0,0,0,0,0,13,15,0,1,org.joda.time.TestDateMidnight_Constructors.testConstructor_long1,TIME,26,False
523,Time Bug 24 - Strong Oracle,591,849,52,89,0,0,0,0,1,1,71,84,0,9,org.joda.time.format.TestDateTimeFormatterBuilder.test_appendFixedSignedDecimal,TIME,24,False
524,Time Bug 16 - Strong Oracle,7797,11579480,650,1083165,14,48082,17,39606,16,67108,1037,990784,0,40,org.joda.time.tz.TestCompiler.testCompile,TIME,16,False
525,Time Bug 25 - Strong Oracle,980,3852,77,405,4,16,4,6,6,20,128,397,0,1,org.joda.time.TestDateTime_Properties.testPropertySetDayOfWeek,TIME,25,False
526,Time Bug 25 - Strong Oracle,153,213,9,16,1,1,0,0,1,1,14,17,0,5,org.joda.time.chrono.TestGJChronology.testSubtractDays,TIME,25,False
527,Time Bug 25 - Strong Oracle,858,3828,71,433,3,18,3,5,5,22,111,358,0,1,org.joda.time.TestDateTime_Properties.testPropertyWithMinimumValueDayOfMonth,TIME,25,False
528,Time Bug 26 - Strong Oracle,177,247,11,16,0,0,0,0,0,0,25,29,0,1,org.joda.time.TestDateMidnight_Basics.testToMutableDateTime,TIME,26,False
529,Time Bug 16 - Strong Oracle,1079,3418,96,424,3,12,3,6,4,9,128,304,0,3,org.joda.time.format.TestDateTimeFormatter.testParseInto_zone,TIME,16,False
