,Unnamed: 0,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION
149,149,Lang Bug 4 - Weak Oracle,106,173,17,33,0,0,0,0,0,0,16,37,0,9296,org.apache.commons.lang3.StringEscapeUtilsTest.testLang708,LANG,4
150,150,Lang Bug 34 - Weak Oracle,445,710,55,90,0,0,0,0,0,0,77,114,0,1,org.apache.commons.lang3.builder.ToStringBuilderTest.testInnerClassReflection,LANG,34
151,151,Lang Bug 9 - Weak Oracle,171,227,13,21,0,0,1,3,0,0,22,25,0,2,org.apache.commons.lang3.time.FastDateFormatTest.test_getInstance_String,LANG,9
152,152,Lang Bug 38 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,2,2,0,2,org.apache.commons.lang3.time.DateFormatUtilsTest.testTimeNoTISO,LANG,38
153,153,Lang Bug 4 - Weak Oracle,133,222,21,39,0,0,0,0,0,0,19,26,0,96,org.apache.commons.lang3.StringEscapeUtilsTest.testEscapeXmlAllCharacters,LANG,4
154,154,Lang Bug 2 - Weak Oracle,260,352,41,62,0,0,0,0,0,0,40,49,0,4,org.apache.commons.lang3.math.NumberUtilsTest.testCreateNumber,LANG,2
155,155,Lang Bug 1 - Weak Oracle,270,367,43,65,0,0,0,0,0,0,43,53,0,8,org.apache.commons.lang3.math.NumberUtilsTest.testCreateNumber,LANG,1
156,156,Lang Bug 38 - Weak Oracle,195,486,15,50,3,6,0,0,3,6,29,62,0,1,org.apache.commons.lang3.time.FastDateFormatTest.testLang538,LANG,38
157,157,Lang Bug 61 - Weak Oracle,62,1160,10,284,0,0,0,0,0,0,4,59,0,2,org.apache.commons.lang.text.StrBuilderTest.testContains_String,LANG,61
158,158,Lang Bug 41 - Weak Oracle,347,423,35,40,0,0,0,0,0,0,60,73,0,1,org.apache.commons.lang.builder.StandardToStringStyleTest.testPerson,LANG,41
159,159,Lang Bug 19 - Weak Oracle,140,214,18,38,0,0,0,0,0,0,18,22,0,2,org.apache.commons.lang3.StringEscapeUtilsTest.testLang313,LANG,19
160,160,Lang Bug 2 - Weak Oracle,44,44,8,8,0,0,0,0,0,0,11,11,0,1,org.apache.commons.lang3.math.NumberUtilsTest.testCreateNumberFailure_4,LANG,2
161,161,Lang Bug 1 - Weak Oracle,54,54,9,9,0,0,0,0,0,0,14,14,0,1,org.apache.commons.lang3.math.NumberUtilsTest.testCreateNumberFailure_4,LANG,1
162,162,Lang Bug 48 - Weak Oracle,43,87,6,11,0,0,0,0,0,0,4,7,0,3,org.apache.commons.lang.builder.EqualsBuilderTest.testObject,LANG,48
163,163,Lang Bug 6 - Weak Oracle,320,29652,38,4273,0,0,1,20,0,0,48,2560,0,1,org.apache.commons.lang3.StringEscapeUtilsTest.testUnescapeJava,LANG,6
164,164,Lang Bug 9 - Weak Oracle,196,4460,10,276,2,8,0,0,0,0,37,771,0,4,org.apache.commons.lang3.time.FastDateParserTest.testAmPm,LANG,9
165,165,Lang Bug 9 - Weak Oracle,243,1289,13,74,2,4,0,0,0,0,47,210,0,2,org.apache.commons.lang3.time.FastDateParserTest.testParseLongShort,LANG,9
166,166,Lang Bug 18 - Weak Oracle,515,1709,45,183,1,4,1,9,1,4,64,189,0,1,org.apache.commons.lang3.time.DateFormatUtilsTest.testFormatCalendar,LANG,18
167,167,Lang Bug 38 - Weak Oracle,32,32,4,4,0,0,0,0,0,0,7,7,0,3,org.apache.commons.lang3.time.DateUtilsRoundingTest.testRoundMilliSecond,LANG,38
168,168,Lang Bug 26 - Weak Oracle,368,2595,37,309,2,15,2,8,3,27,48,226,0,4,org.apache.commons.lang3.time.DateUtilsRoundingTest.testTruncateHour,LANG,26
169,169,Lang Bug 46 - Weak Oracle,51,261,10,60,0,0,0,0,0,0,8,23,0,1,org.apache.commons.lang.StringEscapeUtilsTest.testEscapeJavaScript,LANG,46
170,170,Lang Bug 30 - Weak Oracle,41,74,10,18,0,0,0,0,0,0,3,4,0,9,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsOnly_CharArray,LANG,30
171,171,Lang Bug 38 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,2,2,0,2,org.apache.commons.lang3.time.DateFormatUtilsTest.testDateISO,LANG,38
172,172,Lang Bug 18 - Weak Oracle,673,3325,65,364,4,21,2,6,6,27,79,376,0,2,org.apache.commons.lang3.time.DateFormatUtilsTest.testDateTimeISO,LANG,18
173,173,Lang Bug 41 - Weak Oracle,444,2293,49,223,0,0,0,0,0,0,80,454,0,1,org.apache.commons.lang.builder.DefaultToStringStyleTest.testObject,LANG,41
174,174,Lang Bug 65 - Weak Oracle,326,74213,38,9093,0,0,2,278,1,564,38,4874,0,1,org.apache.commons.lang.time.DateUtilsTest.testMonthIterator,LANG,65
175,175,Lang Bug 65 - Weak Oracle,316,73342,38,8984,0,0,2,276,1,558,36,4803,0,6,org.apache.commons.lang.time.DateUtilsTest.testMonthIterator,LANG,65
176,176,Lang Bug 65 - Weak Oracle,183,505,21,61,0,0,2,2,1,4,16,31,0,140,org.apache.commons.lang.time.DateUtilsTest.testMonthIterator,LANG,65
177,177,Lang Bug 41 - Weak Oracle,37,37,4,4,0,0,0,0,0,0,5,5,0,3,org.apache.commons.lang.ClassUtilsTest.test_getShortClassName_Object,LANG,41
178,178,Lang Bug 1 - Weak Oracle,237,942,33,156,0,0,0,0,0,0,29,98,0,6,org.apache.commons.lang3.math.NumberUtilsTest.testCreateNumberMagnitude,LANG,1
179,179,Lang Bug 63 - Weak Oracle,203,1247,37,225,0,0,0,0,0,0,30,113,0,2,org.apache.commons.lang.time.DurationFormatUtilsTest.testFormatPeriodISO,LANG,63
180,180,Lang Bug 18 - Weak Oracle,423,867,43,103,2,2,0,0,2,2,51,99,0,2,org.apache.commons.lang3.time.FastDateFormatTest.testShortDateStyleWithLocales,LANG,18
181,181,Lang Bug 34 - Weak Oracle,13,13,2,2,0,0,0,0,0,0,5,5,0,6,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionBooleanArray,LANG,34
182,182,Lang Bug 10 - Weak Oracle,946,5074,78,524,2,20,1,12,2,20,138,658,0,380,org.apache.commons.lang3.time.DateFormatUtilsTest.testFormatUTC,LANG,10
183,183,Lang Bug 9 - Weak Oracle,221,433,12,27,1,1,0,0,0,0,46,76,0,160,org.apache.commons.lang3.time.FastDateParserTest.testLocales_ShortNoEra_AD,LANG,9
184,184,Lang Bug 9 - Weak Oracle,353,2170,23,199,2,20,1,9,2,20,50,248,0,10,org.apache.commons.lang3.time.DateFormatUtilsTest.testFormatUTC,LANG,9
185,185,Lang Bug 32 - Weak Oracle,64,76,9,9,0,0,0,0,0,0,12,15,0,15,org.apache.commons.lang3.builder.HashCodeBuilderTest.testReflectionObjectCycle,LANG,32
186,186,Lang Bug 4 - Weak Oracle,119,136,19,25,0,0,0,0,0,0,19,20,0,2,org.apache.commons.lang3.StringEscapeUtilsTest.testEscapeXmlSupplementaryCharacters,LANG,4
187,187,Lang Bug 34 - Weak Oracle,13,13,2,2,0,0,0,0,0,0,5,5,0,5,org.apache.commons.lang3.builder.ToStringBuilderTest.testObjectCycle,LANG,34
188,188,Lang Bug 41 - Weak Oracle,58,58,4,4,0,0,0,0,0,0,13,13,0,2,org.apache.commons.lang.exception.ExceptionUtilsTest.test_getMessage_Throwable,LANG,41
189,189,Lang Bug 38 - Weak Oracle,704,3244,67,419,3,6,1,1,5,8,90,367,0,1,org.apache.commons.lang3.time.DateFormatUtilsTest.testSMTP,LANG,38
190,190,Lang Bug 41 - Weak Oracle,287,313,36,37,0,0,0,0,0,0,48,53,0,5,org.apache.commons.lang.builder.ShortPrefixToStringStyleTest.testAppendSuper,LANG,41
191,191,Lang Bug 7 - Weak Oracle,38,108,7,21,0,0,0,0,0,0,9,24,0,2,org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigDecimal,LANG,7
192,192,Lang Bug 34 - Weak Oracle,234,308,35,46,0,0,0,0,0,0,36,43,0,11,org.apache.commons.lang3.builder.MultiLineToStringStyleTest.testObject,LANG,34
193,193,Lang Bug 10 - Weak Oracle,241,401,20,39,0,0,1,6,0,0,31,41,0,257,org.apache.commons.lang3.time.FastDateFormatTest.test_changeDefault_Locale_DateTimeInstance,LANG,10
194,194,Lang Bug 48 - Weak Oracle,459,6649,84,1133,0,0,0,0,0,0,62,1018,0,2,org.apache.commons.lang.builder.CompareToBuilderTest.testReflectionHierarchyCompareTransients,LANG,48
195,195,Lang Bug 4 - Weak Oracle,106,173,17,33,0,0,0,0,0,0,16,37,0,180,org.apache.commons.lang3.StringEscapeUtilsTest.testEscapeEcmaScript,LANG,4
196,196,Lang Bug 48 - Weak Oracle,50,60,8,11,0,0,0,0,0,0,4,4,0,1,org.apache.commons.lang.builder.EqualsBuilderTest.testNpeForNullElement,LANG,48
197,197,Lang Bug 34 - Weak Oracle,13,13,2,2,0,0,0,0,0,0,5,5,0,7,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionFloatArray,LANG,34
198,198,Lang Bug 34 - Weak Oracle,447,981,54,117,0,0,0,0,0,0,76,162,0,5,org.apache.commons.lang3.builder.StandardToStringStyleTest.testLongArrayArray,LANG,34
199,199,Lang Bug 10 - Weak Oracle,313,1364,22,83,2,4,0,0,0,0,54,218,0,20,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testParseLongShort,LANG,10
200,200,Lang Bug 44 - Weak Oracle,81,81,10,10,0,0,0,0,0,0,17,17,0,20,org.apache.commons.lang.NumberUtilsTest.testCreateNumber,LANG,44
201,201,Lang Bug 17 - Weak Oracle,105,208,11,26,0,0,0,0,0,0,16,23,0,2,org.apache.commons.lang3.StringEscapeUtilsTest.testEscapeHtmlHighUnicode,LANG,17
202,202,Lang Bug 17 - Weak Oracle,111,265,13,37,0,0,0,0,0,0,25,53,0,1,org.apache.commons.lang3.text.translate.UnicodeUnescaperTest.testLessThanFour,LANG,17
203,203,Lang Bug 9 - Weak Oracle,71,71,4,4,0,0,0,0,0,0,21,21,0,1,org.apache.commons.lang3.time.FastDateParserTest.testToStringContainsName,LANG,9
204,204,Lang Bug 38 - Weak Oracle,185,373,25,50,0,0,2,2,1,3,16,22,0,4,org.apache.commons.lang3.time.DateUtilsRoundingTest.testTruncateHour,LANG,38
205,205,Lang Bug 34 - Weak Oracle,285,329,43,52,0,0,0,0,0,0,47,51,0,2,org.apache.commons.lang3.builder.ReflectionToStringBuilderExcludeTest.test_toStringExcludeCollectionWithNulls,LANG,34
206,206,Lang Bug 14 - Weak Oracle,170,569,15,46,0,0,0,0,0,0,36,132,0,28,org.apache.commons.lang3.exception.DefaultExceptionContextTest.testSetContextValue,LANG,14
207,207,Lang Bug 34 - Weak Oracle,13,13,2,2,0,0,0,0,0,0,5,5,0,7,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionIntArray,LANG,34
208,208,Lang Bug 17 - Weak Oracle,124,354,18,58,0,0,0,0,0,0,23,54,0,1,org.apache.commons.lang3.text.translate.UnicodeEscaperTest.testBelow,LANG,17
209,209,Lang Bug 52 - Weak Oracle,158,645,21,121,0,0,1,2,0,0,31,99,0,54,org.apache.commons.lang.StringEscapeUtilsTest.testUnescapeJava,LANG,52
210,210,Lang Bug 10 - Weak Oracle,1163,15866,98,1710,1,2,1,6,0,0,179,2316,0,95,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testLocales_Short_AD,LANG,10
211,211,Lang Bug 30 - Weak Oracle,36,250011,8,60002,0,0,0,0,0,0,2,10001,0,1,org.apache.commons.lang3.StringUtilsTest.testRepeat_StringInt,LANG,30
212,212,Lang Bug 16 - Weak Oracle,136,140,24,25,0,0,0,0,0,0,25,26,0,3,org.apache.commons.lang3.math.NumberUtilsTest.testLang300,LANG,16
213,213,Lang Bug 34 - Weak Oracle,291,358,36,43,0,0,0,0,0,0,47,56,0,1,org.apache.commons.lang3.builder.ShortPrefixToStringStyleTest.testPerson,LANG,34
214,214,Lang Bug 34 - Weak Oracle,406,946,48,112,0,0,0,0,0,0,67,147,0,5,org.apache.commons.lang3.builder.DefaultToStringStyleTest.testObjectArray,LANG,34
215,215,Lang Bug 13 - Weak Oracle,88,253,12,30,0,0,1,6,0,0,7,15,0,3,org.apache.commons.lang3.CharSetTest.testSerialization,LANG,13
216,216,Lang Bug 10 - Weak Oracle,85,85,9,9,0,0,0,0,0,0,15,15,0,244,org.apache.commons.lang3.time.FastDateParserTest.testLocaleMatches,LANG,10
217,217,Lang Bug 10 - Weak Oracle,210,239,17,22,1,1,0,0,1,1,31,33,0,2,org.apache.commons.lang3.time.FastDateFormat_PrinterTest.testLang645,LANG,10
218,218,Lang Bug 26 - Weak Oracle,386,2908,38,346,2,15,2,8,3,31,50,240,0,4,org.apache.commons.lang3.time.DateUtilsRoundingTest.testTruncateDayOfMonth,LANG,26
219,219,Lang Bug 9 - Weak Oracle,223,284,16,25,2,2,0,0,2,2,34,39,0,2,org.apache.commons.lang3.time.FastDateFormat_PrinterTest.testShortDateStyleWithLocales,LANG,9
220,220,Lang Bug 34 - Weak Oracle,455,1002,55,120,0,0,0,0,0,0,77,163,0,5,org.apache.commons.lang3.builder.StandardToStringStyleTest.testObjectArray,LANG,34
221,221,Lang Bug 41 - Weak Oracle,54,54,4,4,0,0,0,0,0,0,12,12,0,2,org.apache.commons.lang.exception.ExceptionUtilsTest.test_getRootCauseMessage_Throwable,LANG,41
222,222,Lang Bug 9 - Weak Oracle,250,582,14,33,1,1,0,0,0,0,48,96,0,116,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testLocales_Short_BC,LANG,9
223,223,Lang Bug 10 - Weak Oracle,113,113,11,11,0,0,0,0,0,0,17,17,0,1,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testTimeZoneMatches,LANG,10
224,224,Lang Bug 26 - Weak Oracle,386,3714,38,456,2,15,2,8,3,39,50,268,0,4,org.apache.commons.lang3.time.DateUtilsRoundingTest.testTruncateYear,LANG,26
225,225,Lang Bug 17 - Weak Oracle,87,333,11,47,0,0,0,0,0,0,14,63,0,4,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest.testOutOfBounds,LANG,17
226,226,Lang Bug 17 - Weak Oracle,163,13465,20,1940,0,0,0,0,0,0,21,1129,0,2,org.apache.commons.lang3.StringEscapeUtilsTest.testEscapeEcmaScript,LANG,17
227,227,Lang Bug 34 - Weak Oracle,13,13,2,2,0,0,0,0,0,0,5,5,0,5,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionhortArrayArray,LANG,34
228,228,Lang Bug 26 - Weak Oracle,92,117,5,10,1,1,0,0,1,1,15,17,0,1,org.apache.commons.lang3.time.FastDateFormatTest.testLang645,LANG,26
229,229,Lang Bug 10 - Weak Oracle,85,85,9,9,0,0,0,0,0,0,15,15,0,1,org.apache.commons.lang3.time.FastDateParserTest.testTimeZoneMatches,LANG,10
230,230,Lang Bug 34 - Weak Oracle,13,13,2,2,0,0,0,0,0,0,5,5,0,7,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionCharArray,LANG,34
231,231,Lang Bug 57 - Weak Oracle,11,11,2,2,0,0,0,0,0,0,3,3,0,1,org.apache.commons.lang.LocaleUtilsTest.testLanguagesByCountry,LANG,57
232,232,Lang Bug 25 - Weak Oracle,687,50206,41,6979,0,0,1,28,0,0,104,3981,0,2,org.apache.commons.lang3.StringEscapeUtilsTest.testUnescapeJava,LANG,25
233,233,Lang Bug 34 - Weak Oracle,402,972,48,114,0,0,0,0,0,0,66,150,0,1,org.apache.commons.lang3.builder.ToStringBuilderTest.testCharArray,LANG,34
234,234,Lang Bug 26 - Weak Oracle,368,2535,37,297,2,15,2,8,3,27,48,226,0,4,org.apache.commons.lang3.time.DateUtilsRoundingTest.testTruncateHourOfDay,LANG,26
235,235,Lang Bug 34 - Weak Oracle,396,921,46,107,0,0,0,0,0,0,66,146,0,5,org.apache.commons.lang3.builder.NoFieldNamesToStringStyleTest.testLongArrayArray,LANG,34
236,236,Lang Bug 9 - Weak Oracle,72,72,4,4,0,0,0,0,0,0,12,12,0,1,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testPatternMatches,LANG,9
237,237,Lang Bug 18 - Weak Oracle,205,438,18,52,0,0,1,6,0,0,18,32,0,1,org.apache.commons.lang3.time.FastDateFormatTest.test_getInstance_String_Locale,LANG,18
238,238,Lang Bug 30 - Weak Oracle,51,155,10,34,0,0,0,0,0,0,5,10,0,1,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testIndexOfAnyBut_StringCharArrayWithSupplementaryChars,LANG,30
239,239,Lang Bug 42 - Weak Oracle,86,128,9,13,1,2,0,0,0,0,11,13,0,2,org.apache.commons.lang.EntitiesTest.testHtml40Nbsp,LANG,42
240,240,Lang Bug 13 - Weak Oracle,31,31,2,2,0,0,0,0,0,0,6,6,0,1,org.apache.commons.lang3.ObjectUtilsTest.testNull,LANG,13
241,241,Lang Bug 59 - Weak Oracle,16,16,1,1,0,0,0,0,0,0,3,3,0,1,org.apache.commons.lang.text.StrBuilderAppendInsertTest.testLang299,LANG,59
242,242,Lang Bug 34 - Weak Oracle,220,252,34,39,0,0,0,0,0,0,35,38,0,3,org.apache.commons.lang3.builder.StandardToStringStyleTest.testAppendSuper,LANG,34
243,243,Lang Bug 62 - Weak Oracle,155,860,19,137,0,0,1,5,0,0,26,124,0,10,org.apache.commons.lang.StringEscapeUtilsTest.testUnescapeHtml,LANG,62
244,244,Lang Bug 62 - Weak Oracle,141,318,17,54,0,0,1,1,0,0,23,46,0,1,org.apache.commons.lang.StringEscapeUtilsTest.testUnescapeHtml,LANG,62
245,245,Lang Bug 57 - Weak Oracle,11,11,2,2,0,0,0,0,0,0,3,3,0,1,org.apache.commons.lang.LocaleUtilsTest.testLocaleLookupList_Locale,LANG,57
246,246,Lang Bug 9 - Weak Oracle,155,656,10,42,0,0,0,0,0,0,29,120,0,1,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testLowYearPadding,LANG,9
247,247,Lang Bug 65 - Weak Oracle,181,391,26,51,0,0,1,1,1,3,14,24,0,60,org.apache.commons.lang.time.DateUtilsTest.testRound,LANG,65
248,248,Lang Bug 30 - Weak Oracle,27,57,5,13,0,0,0,0,0,0,2,3,0,3,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsAny_StringCharArray,LANG,30
249,249,Lang Bug 34 - Weak Oracle,436,1010,51,118,0,0,0,0,0,0,75,164,0,1,org.apache.commons.lang3.builder.ShortPrefixToStringStyleTest.testLongArray,LANG,34
250,250,Lang Bug 34 - Weak Oracle,452,996,55,120,0,0,0,0,0,0,76,161,0,5,org.apache.commons.lang3.builder.ShortPrefixToStringStyleTest.testObjectArray,LANG,34
251,251,Lang Bug 48 - Weak Oracle,25,25,4,4,0,0,0,0,0,0,2,2,0,2,org.apache.commons.lang.builder.EqualsBuilderTest.testUnrelatedClasses,LANG,48
252,252,Lang Bug 30 - Weak Oracle,28,58,5,13,0,0,0,0,0,0,2,3,0,3,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsAny_StringString,LANG,30
253,253,Lang Bug 9 - Weak Oracle,193,999,14,72,1,3,0,0,0,0,39,176,0,1,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testParseZone,LANG,9
254,254,Lang Bug 53 - Weak Oracle,152,268,20,34,0,0,1,1,1,2,13,18,0,1,org.apache.commons.lang.time.DateUtilsTest.testRoundLang346,LANG,53
255,255,Lang Bug 53 - Weak Oracle,169,285,24,38,0,0,1,1,1,2,15,20,0,1,org.apache.commons.lang.time.DateUtilsTest.testRoundLang346,LANG,53
256,256,Lang Bug 37 - Weak Oracle,54,65,5,9,0,0,0,0,0,0,12,15,0,1,org.apache.commons.lang3.ValidateTest.testNoNullElementsCollection2,LANG,37
257,257,Lang Bug 17 - Weak Oracle,177,273,23,45,0,0,0,0,0,0,25,32,0,37,org.apache.commons.lang3.StringEscapeUtilsTest.testUnescapeJava,LANG,17
258,258,Lang Bug 41 - Weak Oracle,208,217,19,20,0,0,0,0,0,0,36,36,0,4,org.apache.commons.lang.builder.StandardToStringStyleTest.testObjectArray,LANG,41
259,259,Lang Bug 9 - Weak Oracle,236,366,21,40,0,0,1,5,0,0,27,33,0,3,org.apache.commons.lang3.time.FastDateFormatTest.testDateDefaults,LANG,9
260,260,Lang Bug 17 - Weak Oracle,102,575,11,74,0,0,0,0,0,0,15,56,0,2,org.apache.commons.lang3.StringEscapeUtilsTest.testEscapeHiragana,LANG,17
261,261,Lang Bug 34 - Weak Oracle,13,13,2,2,0,0,0,0,0,0,5,5,0,7,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionArrayAndObjectCycle,LANG,34
262,262,Lang Bug 27 - Weak Oracle,13,13,1,1,0,0,0,0,0,0,4,4,0,6,org.apache.commons.lang3.math.NumberUtilsTest.testCreateNumber,LANG,27
263,263,Lang Bug 30 - Weak Oracle,36,36,6,6,0,0,0,0,0,0,4,4,0,2,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsNone_StringWithBadSupplementaryChars,LANG,30
264,264,Lang Bug 32 - Weak Oracle,64,72,9,9,0,0,0,0,0,0,12,14,0,180,org.apache.commons.lang3.builder.HashCodeBuilderAndEqualsBuilderTest.testFixture,LANG,32
265,265,Lang Bug 41 - Weak Oracle,444,2293,49,223,0,0,0,0,0,0,80,454,0,1,org.apache.commons.lang.builder.ToStringBuilderTest.testObject,LANG,41
266,266,Lang Bug 9 - Weak Oracle,128,133,8,9,0,0,0,0,0,0,28,28,0,2,org.apache.commons.lang3.time.FastDateParserTest.testLANG_832,LANG,9
267,267,Lang Bug 48 - Weak Oracle,59,89,7,9,0,0,0,0,0,0,7,12,0,1,org.apache.commons.lang.ArrayUtilsTest.testIsEquals,LANG,48
268,268,Lang Bug 41 - Weak Oracle,156,162,15,15,0,0,0,0,0,0,28,28,0,1,org.apache.commons.lang.builder.StandardToStringStyleTest.testBlank,LANG,41
269,269,Lang Bug 36 - Weak Oracle,44,44,8,8,0,0,0,0,0,0,2,2,0,14,org.apache.commons.lang3.math.NumberUtilsTest.testIsNumber,LANG,36
270,270,Lang Bug 36 - Weak Oracle,194,197,33,34,0,0,0,0,0,0,18,18,0,36,org.apache.commons.lang3.math.NumberUtilsTest.testIsNumber,LANG,36
271,271,Lang Bug 6 - Weak Oracle,101,125,17,24,0,0,0,0,0,0,16,18,0,1,org.apache.commons.lang3.text.translate.UnicodeEscaperTest.testAbove,LANG,6
272,272,Lang Bug 14 - Weak Oracle,47,48,6,7,0,0,0,0,0,0,9,9,0,15,org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest.testGetFirstContextValue,LANG,14
273,273,Lang Bug 17 - Weak Oracle,173,363,30,77,0,0,0,0,0,0,24,44,0,1,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest.testSupplementaryUnescaping,LANG,17
274,274,Lang Bug 47 - Weak Oracle,36,36,3,3,0,0,0,0,0,0,4,4,0,1,org.apache.commons.lang.text.StrBuilderAppendInsertTest.testLang299,LANG,47
275,275,Lang Bug 38 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,2,2,0,4,org.apache.commons.lang3.time.FastDateFormatTest.testLowYearPadding,LANG,38
276,276,Lang Bug 17 - Weak Oracle,240,1571,39,276,0,0,0,0,0,0,28,162,0,65537,org.apache.commons.lang3.StringEscapeUtilsTest.testUnescapeHexCharsHtml,LANG,17
277,277,Lang Bug 59 - Weak Oracle,102,301,8,28,0,0,0,0,0,0,9,17,0,3,org.apache.commons.lang.text.StrBuilderAppendInsertTest.testAppendFixedWidthPadRight_int,LANG,59
278,278,Lang Bug 38 - Weak Oracle,185,551,25,74,0,0,2,2,1,5,16,28,0,4,org.apache.commons.lang3.time.DateUtilsRoundingTest.testTruncateMonth,LANG,38
279,279,Lang Bug 34 - Weak Oracle,13,13,2,2,0,0,0,0,0,0,5,5,0,7,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionShortArray,LANG,34
280,280,Lang Bug 54 - Weak Oracle,67,67,11,11,0,0,0,0,0,0,14,14,0,4,org.apache.commons.lang.LocaleUtilsTest.testToLocale_3Part,LANG,54
281,281,Lang Bug 17 - Weak Oracle,193,5097,26,711,0,0,0,0,0,0,25,470,0,25,org.apache.commons.lang3.StringEscapeUtilsTest.testUnescapeHtml4,LANG,17
282,282,Lang Bug 34 - Weak Oracle,13,13,2,2,0,0,0,0,0,0,5,5,0,5,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionLongArrayArray,LANG,34
283,283,Lang Bug 34 - Weak Oracle,393,1104,44,128,0,0,0,0,0,0,67,166,0,1,org.apache.commons.lang3.builder.MultiLineToStringStyleTest.testLongArray,LANG,34
284,284,Lang Bug 31 - Weak Oracle,28,58,5,13,0,0,0,0,0,0,2,3,0,3,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsAny_StringString,LANG,31
285,285,Lang Bug 17 - Weak Oracle,138,325,22,51,0,0,0,0,0,0,22,57,0,3,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest.testUnfinishedEntity,LANG,17
286,286,Lang Bug 50 - Weak Oracle,22,28,3,3,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang.time.FastDateFormatTest.test_changeDefault_Locale_DateInstance,LANG,50
287,287,Lang Bug 10 - Weak Oracle,401,3511,30,383,0,0,0,0,0,0,65,538,0,1,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testLANG_831,LANG,10
288,288,Lang Bug 18 - Weak Oracle,199,311,18,35,0,0,1,3,0,0,15,21,0,2,org.apache.commons.lang3.time.FastDateFormatTest.test_getInstance_String_TimeZone_Locale,LANG,18
289,289,Lang Bug 15 - Weak Oracle,26,26,4,4,0,0,0,0,0,0,5,5,0,76,org.apache.commons.lang3.reflect.TypeUtilsTest.testIsAssignable,LANG,15
290,290,Lang Bug 38 - Weak Oracle,44,44,7,7,0,0,0,0,0,0,7,7,0,4,org.apache.commons.lang3.time.DateUtilsRoundingTest.testTruncateMilliSecond,LANG,38
291,291,Lang Bug 26 - Weak Oracle,380,2255,40,263,2,15,2,3,3,24,46,215,0,3,org.apache.commons.lang3.time.DateUtilsRoundingTest.testRoundHourOfDay,LANG,26
292,292,Lang Bug 2 - Weak Oracle,59,59,9,9,0,0,0,0,0,0,12,12,0,2,org.apache.commons.lang3.LocaleUtilsTest.testLang328,LANG,2
293,293,Lang Bug 34 - Weak Oracle,220,252,34,39,0,0,0,0,0,0,35,38,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testAppendSuper,LANG,34
294,294,Lang Bug 17 - Weak Oracle,134,233,17,41,0,0,0,0,0,0,21,29,0,1,org.apache.commons.lang3.text.translate.UnicodeUnescaperTest.testUPlus,LANG,17
295,295,Lang Bug 34 - Weak Oracle,234,266,35,40,0,0,0,0,0,0,36,39,0,11,org.apache.commons.lang3.builder.StandardToStringStyleTest.testObject,LANG,34
296,296,Lang Bug 34 - Weak Oracle,13,13,2,2,0,0,0,0,0,0,5,5,0,4,org.apache.commons.lang3.builder.ToStringBuilderTest.testSelfInstanceVarReflectionObjectCycle,LANG,34
297,297,Lang Bug 26 - Weak Oracle,399,2670,46,337,2,15,2,4,3,24,46,222,0,3,org.apache.commons.lang3.time.DateUtilsRoundingTest.testRoundAmPm,LANG,26
298,298,Lang Bug 10 - Weak Oracle,270,407,26,45,0,0,1,5,0,0,31,38,0,381,org.apache.commons.lang3.time.FastDateFormatTest.testTimeDefaults,LANG,10
