,Unnamed: 0,Unnamed: 0.1,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION,FAIL
255,255,255,Lang Bug 10 - Strong Oracle,957,4189,74,498,1,1,1,3,0,0,153,531,0,16508,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testLocales_Long_AD,LANG,10,False
258,258,258,Lang Bug 17 - Strong Oracle,34,148,6,33,0,0,0,0,0,0,4,14,0,131074,org.apache.commons.lang3.StringEscapeUtilsTest.testUnescapeHexCharsHtml,LANG,17,False
260,260,260,Lang Bug 34 - Strong Oracle,299,1508,43,291,0,0,0,0,0,0,48,205,0,1,org.apache.commons.lang3.text.StrTokenizerTest.test2,LANG,34,False
262,262,262,Lang Bug 10 - Strong Oracle,943,5071,78,524,2,20,1,12,2,20,137,657,0,380,org.apache.commons.lang3.time.DateFormatUtilsTest.testFormatUTC,LANG,10,False
263,263,263,Lang Bug 10 - Strong Oracle,316,980,22,73,1,1,0,0,0,0,62,168,0,46790,org.apache.commons.lang3.time.FastDateParserTest.testLocales_Long_BC,LANG,10,False
264,264,264,Lang Bug 10 - Strong Oracle,82,82,9,9,0,0,0,0,0,0,14,14,0,1,org.apache.commons.lang3.time.FastDateParserTest.testPatternMatches,LANG,10,False
265,265,265,Lang Bug 62 - Strong Oracle,241,261,33,40,0,0,0,0,0,0,40,41,0,1,org.apache.commons.lang.EntitiesTest.testUnescapeMiscellaneous,LANG,62,False
266,266,266,Lang Bug 62 - Strong Oracle,30,30,6,6,0,0,0,0,0,0,4,4,0,1,org.apache.commons.lang.EntitiesTest.testUnescapeMiscellaneous,LANG,62,False
268,268,268,Lang Bug 53 - Strong Oracle,660,12795,62,1711,0,0,2,40,1,90,138,905,0,3,org.apache.commons.lang.time.DateUtilsTest.testRound,LANG,53,False
269,269,269,Lang Bug 53 - Strong Oracle,663,13480,62,1810,0,0,2,40,1,94,139,965,0,4,org.apache.commons.lang.time.DateUtilsTest.testRound,LANG,53,False
270,270,270,Lang Bug 10 - Strong Oracle,1072,110078,92,12025,1,9,1,24,0,0,164,16133,0,180,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testLocales_LongNoEra_AD,LANG,10,False
271,271,271,Lang Bug 6 - Strong Oracle,315,28579,38,4118,0,0,1,20,0,0,47,2467,0,1,org.apache.commons.lang3.StringEscapeUtilsTest.testUnescapeJava,LANG,6,False
272,272,272,Lang Bug 17 - Strong Oracle,12,12,3,3,0,0,0,0,0,0,2,2,0,5,org.apache.commons.lang3.text.translate.UnicodeEscaperTest.testBetween,LANG,17,False
275,275,275,Lang Bug 17 - Strong Oracle,112,143,20,27,0,0,0,0,0,0,15,19,0,39,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest.testUnfinishedEntity,LANG,17,False
276,276,276,Lang Bug 15 - Strong Oracle,36,36,4,4,0,0,0,0,0,0,9,9,0,2,org.apache.commons.lang3.reflect.TypeUtilsTest.testIsInstance,LANG,15,False
