,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION
428,Time Bug 24 - Weak Oracle,376,1809,35,167,2,8,0,0,1,8,45,171,0,4,org.joda.time.TestDateTimeComparator.testMonth,TIME,24
429,Time Bug 19 - Weak Oracle 1,1917,7601,121,572,4,15,4,18,7,34,237,754,0,3,org.joda.time.TestSeconds.testFactory_secondsBetween_RInstant,TIME,19
430,Time Bug 25 - Weak Oracle,264,413,17,25,0,0,0,0,0,0,38,45,0,1,org.joda.time.TestMutablePeriod_Constructors.testConstructor_RI_RD2,TIME,25
431,Time Bug 19 - Weak Oracle 1,1153,5193,90,435,5,27,4,20,7,32,126,460,0,9,org.joda.time.TestDuration_Basics.testToPeriodFrom_PeriodType,TIME,19
432,Time Bug 25 - Weak Oracle,805,1680,83,212,2,4,5,5,7,11,83,153,0,2,org.joda.time.TestMutableDateTime_Adds.testAddWeekyears_int1,TIME,25
433,Time Bug 25 - Weak Oracle,493,2406,21,133,1,10,2,10,3,20,80,262,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyGetWeekOfWeekyear,TIME,25
434,Time Bug 19 - Weak Oracle 1,1348,12611,101,1027,4,50,6,58,7,95,149,1087,0,1,org.joda.time.TestMutableDateTime_Constructors.testConstructor_int_int_int_int_int_int_int_nullDateTimeZone,TIME,19
435,Time Bug 19 - Weak Oracle 1,1245,6111,85,545,6,47,4,18,6,35,159,502,0,1,org.joda.time.TestDateMidnight_Properties.testPropertySetTextLocaleMonthOfYear,TIME,19
436,Time Bug 19 - Weak Oracle 1,1609,9553,130,885,6,45,7,41,8,65,192,843,0,1,org.joda.time.TestDateTimeZoneCutover.testDateTimeCreation_athens,TIME,19
437,Time Bug 15 - Weak Oracle,309,1137,25,102,1,3,0,0,0,0,37,99,0,1,org.joda.time.TestDateMidnight_Basics.testMinus_RD,TIME,15
438,Time Bug 21 - Weak Oracle,173,202,18,25,0,0,2,2,2,2,17,19,0,2,org.joda.time.TestDateTimeZone.testPatchedNameKeysGazaHistoric,TIME,21
439,Time Bug 25 - Weak Oracle,793,1692,72,191,4,8,3,3,5,9,87,157,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyRoundCeilingHourOfDay,TIME,25
440,Time Bug 25 - Weak Oracle,118,124,13,13,0,0,0,0,0,0,11,11,0,1,org.joda.time.TestLocalDate_Basics.testToDateTimeAtStartOfDay_Zone,TIME,25
441,Time Bug 25 - Weak Oracle,963,2293,90,261,3,5,5,5,8,14,109,204,0,1,org.joda.time.TestMutableDateTime_Sets.testSetYear_int1,TIME,25
442,Time Bug 19 - Weak Oracle 1,592,1446,42,109,1,4,0,0,3,8,73,126,0,1,org.joda.time.TestDateTime_Constructors.testConstructor_ObjectString5,TIME,19
443,Time Bug 26 - Weak Oracle,682,1686,63,190,2,4,2,2,5,11,85,168,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_withDay_Gaza,TIME,26
444,Time Bug 26 - Weak Oracle,737,1656,66,187,2,4,3,3,5,9,86,158,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_roundCeiling_day_NewYork_Spring_preCutover,TIME,26
445,Time Bug 24 - Weak Oracle,516,2434,54,302,0,0,0,0,0,0,66,267,0,5,org.joda.time.format.TestISODateTimeFormatParsing.test_time,TIME,24
446,Time Bug 25 - Weak Oracle,71,71,7,7,0,0,0,0,0,0,5,5,0,6,org.joda.time.convert.TestStringConverter.testGetInstantMillis_Object_Zone,TIME,25
447,Time Bug 19 - Weak Oracle 1,1115,4335,82,379,5,36,4,17,6,29,134,373,0,1,org.joda.time.TestMutablePeriod_Constructors.testConstructor_RI_RD2,TIME,19
448,Time Bug 19 - Weak Oracle 1,2014,41820,174,3987,8,286,7,130,8,290,234,3688,0,1,org.joda.time.TestDateTime_Properties.testPropertyAddWrapFieldDayOfYear,TIME,19
449,Time Bug 6 - Weak Oracle,1695,4577,143,475,5,16,7,17,6,20,205,420,0,1,org.joda.time.format.TestDateTimeFormatter.testParseLocalDate_year_month_week_2013,TIME,6
450,Time Bug 19 - Weak Oracle 1,928,3009,78,329,2,10,3,3,5,18,127,319,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_withHourZero_Gaza,TIME,19
451,Time Bug 26 - Weak Oracle,717,1476,59,155,2,5,0,0,3,8,104,168,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_setHourZero_Gaza,TIME,26
452,Time Bug 25 - Weak Oracle,201,286,20,32,0,0,0,0,0,0,29,33,0,3,org.joda.time.TestYearMonthDay_Basics.testToInterval,TIME,25
453,Time Bug 27 - Weak Oracle,1409,21630,128,3575,2,6,3,16,4,10,196,1582,0,1,org.joda.time.TestMutablePeriod_Basics.testToString,TIME,27
454,Time Bug 24 - Weak Oracle,513,1462,28,125,2,13,1,1,3,13,88,158,0,1,org.joda.time.TestLocalDateTime_Constructors.testConstructor_ObjectString1,TIME,24
455,Time Bug 19 - Weak Oracle 1,1163,5199,81,414,4,15,4,20,7,32,137,440,0,5,org.joda.time.TestMutablePeriod_Constructors.testConstructor_RI_RI4,TIME,19
456,Time Bug 12 - Weak Oracle 1,252,279,17,24,0,0,1,1,0,0,37,37,0,1,org.joda.time.TestLocalDate_Constructors.testFactory_fromCalendarFields,TIME,12
457,Time Bug 24 - Weak Oracle,352,442,35,44,1,1,2,2,2,2,50,60,0,1,org.joda.time.TestStringConvert.testDateMidnight,TIME,24
458,Time Bug 25 - Weak Oracle,352,467,32,47,0,0,2,2,1,1,40,45,0,8,org.joda.time.TestMutableInterval_Constructors.testParse_noFormatter,TIME,25
459,Time Bug 26 - Weak Oracle,1698,7149,163,717,1,1,0,0,1,1,213,1051,0,7,org.joda.time.TestInterval_Basics.testWithChronology1,TIME,26
460,Time Bug 19 - Weak Oracle 1,2496,31801,194,3208,9,149,4,69,7,137,313,2742,0,2,org.joda.time.format.TestDateTimeFormatter.testParseMutableDateTime_chrono,TIME,19
461,Time Bug 19 - Weak Oracle 1,1303,12739,106,1059,5,62,4,59,6,94,143,1096,0,1,org.joda.time.TestLocalDateTime_Basics.testToDateTime_nullRI,TIME,19
462,Time Bug 22 - Weak Oracle,365,848,29,79,0,0,3,4,1,1,39,70,0,1,org.joda.time.TestInterval_Constructors.testConstructor_RP_RI4,TIME,22
463,Time Bug 19 - Weak Oracle 1,1598,13980,117,1250,6,137,8,60,8,106,203,1205,0,1,org.joda.time.chrono.TestEthiopicChronology.testSampleDateWithZone,TIME,19
464,Time Bug 9 - Weak Oracle,530,655,41,65,0,0,8,9,2,2,68,72,0,1,org.joda.time.tz.TestCompiler.test_Amman_2006,TIME,9
465,Time Bug 9 - Weak Oracle,453,561,30,52,0,0,6,6,2,2,62,66,0,1,org.joda.time.tz.TestCompiler.test_Amman_2006,TIME,9
466,Time Bug 9 - Weak Oracle,514,639,37,61,0,0,8,9,2,2,67,71,0,1,org.joda.time.tz.TestCompiler.test_Amman_2006,TIME,9
467,Time Bug 3 - Weak Oracle,749,1638,68,179,2,4,4,6,5,9,84,153,0,1,org.joda.time.TestMutableDateTime_Adds.testAddMinutes_int_dstOverlapWinter_addZero,TIME,3
468,Time Bug 3 - Weak Oracle,767,3266,69,357,2,8,4,12,5,18,90,304,0,1,org.joda.time.TestMutableDateTime_Adds.testAddMinutes_int_dstOverlapWinter_addZero,TIME,3
469,Time Bug 25 - Weak Oracle,327,1285,12,49,1,6,0,0,1,6,60,179,0,1,org.joda.time.TestDateTime_Properties.testPropertyGetSecondOfMinute,TIME,25
470,Time Bug 19 - Weak Oracle 1,1394,12796,98,1034,4,50,6,58,7,96,161,1110,0,2,org.joda.time.TestDateTime_Properties.testPropertyGetMaxMinValuesDayOfYear,TIME,19
471,Time Bug 25 - Weak Oracle,1204,8982,86,731,5,32,4,36,6,66,151,805,0,1,org.joda.time.TestLocalDate_Constructors.testConstructor_DateTimeZone,TIME,25
472,Time Bug 3 - Weak Oracle,744,1622,68,177,2,4,4,6,5,9,83,151,0,1,org.joda.time.TestMutableDateTime_Adds.testAddHours_int_dstOverlapSummer_addZero,TIME,3
473,Time Bug 6 - Weak Oracle,3625,25605,255,2173,4,23,6,30,6,51,508,3278,0,3,org.joda.time.convert.TestStringConverter.testSetIntoInterval_Object_Chronology8,TIME,6
474,Time Bug 22 - Weak Oracle,798,29160,93,4452,2,12,1,12,2,12,87,1742,0,1,org.joda.time.format.TestISOPeriodFormat.testFormatAlternateExtended,TIME,22
475,Time Bug 19 - Weak Oracle 1,1367,5372,90,440,5,17,7,26,6,29,176,526,0,2,org.joda.time.convert.TestStringConverter.testSetIntoInterval_Object_Chronology5,TIME,19
476,Time Bug 19 - Weak Oracle 1,1539,5708,129,537,5,19,8,21,10,40,189,515,0,1,org.joda.time.TestMutableDateTime_Sets.testSetSecondOfDay_int2,TIME,19
477,Time Bug 6 - Weak Oracle,370,386,27,27,1,1,0,0,1,1,47,50,0,5,org.joda.time.chrono.TestGJChronology.testFactory_Zone,TIME,6
478,Time Bug 25 - Weak Oracle,226,383,20,35,1,1,0,0,0,0,24,31,0,2,org.joda.time.TestYearMonthDay_Basics.testToDateMidnight_Zone,TIME,25
479,Time Bug 23 - Weak Oracle,4112,41961,292,3686,3,11,6,20,6,26,581,5737,0,1,org.joda.time.convert.TestCalendarConverter.testGetChronology_Object_nullChronology,TIME,23
480,Time Bug 19 - Weak Oracle 1,1116,4580,86,386,6,17,4,17,6,29,119,397,0,1,org.joda.time.TestMutableDateTime_Basics.testRounding8,TIME,19
481,Time Bug 6 - Weak Oracle,5636,35249,425,3167,7,52,14,103,11,179,765,3448,0,1,org.joda.time.format.TestDateTimeFormat.testFormat_yearOfEraParse,TIME,6
482,Time Bug 25 - Weak Oracle,320,1123,12,43,1,5,0,0,1,5,58,157,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyGetHourOfDay,TIME,25
483,Time Bug 19 - Weak Oracle 1,2117,11544,188,1199,5,45,4,17,6,41,263,1172,0,1,org.joda.time.format.TestDateTimeFormatStyle.testForStyle_longDate,TIME,19
484,Time Bug 26 - Weak Oracle,499,2481,20,136,1,10,2,10,3,20,81,270,0,1,org.joda.time.TestDateMidnight_Properties.testPropertyGetWeekOfWeekyear,TIME,26
485,Time Bug 25 - Weak Oracle,970,4778,79,523,4,25,4,6,5,24,125,425,0,1,org.joda.time.TestDateMidnight_Properties.testPropertyWithMaximumValueDayOfMonth,TIME,25
486,Time Bug 15 - Weak Oracle,55,58,3,3,0,0,0,0,0,0,7,7,0,1,org.joda.time.TestDuration_Basics.testWithDurationAdded_RD_int3,TIME,15
487,Time Bug 19 - Weak Oracle 1,2065,15111,165,1338,8,76,8,50,9,99,248,1361,0,1,org.joda.time.TestDateTime_Properties.testPropertyAddWrapFieldYear,TIME,19
488,Time Bug 25 - Weak Oracle,381,564,37,71,0,0,0,0,0,0,36,44,0,2,org.joda.time.TestMutableInterval_Constructors.testConstructor_Object2,TIME,25
489,Time Bug 19 - Weak Oracle 1,1250,7089,90,663,6,61,5,21,6,41,143,573,0,2,org.joda.time.TestDateMidnight_Properties.testPropertyGetDifferenceMonthOfYear,TIME,19
490,Time Bug 26 - Weak Oracle,1618,5361,153,614,2,5,0,0,3,8,206,596,0,1,org.joda.time.TestIllegalFieldValueException.testZoneTransition,TIME,26
491,Time Bug 24 - Weak Oracle,285,391,28,46,1,1,2,2,2,2,41,52,0,1,org.joda.time.format.TestDateTimeFormatter.testParseLocalDate_year_month_week_2014,TIME,24
492,Time Bug 22 - Weak Oracle,650,5779,71,969,2,2,2,5,3,3,86,428,0,1,org.joda.time.TestPeriod_Basics.testToString,TIME,22
493,Time Bug 19 - Weak Oracle 1,1250,6940,93,566,5,27,4,30,6,47,150,603,0,2,org.joda.time.TestDateMidnight_Basics.testWithFields_RPartial,TIME,19
494,Time Bug 25 - Weak Oracle,115,121,13,13,0,0,0,0,0,0,10,10,0,2,org.joda.time.TestLocalDateTime_Basics.testToDateTime_nullZone,TIME,25
495,Time Bug 25 - Weak Oracle,190,195,17,18,0,0,0,0,0,0,23,23,0,1,org.joda.time.TestMutableInterval_Constructors.testConstructor_RI_RI5,TIME,25
496,Time Bug 6 - Weak Oracle,2147,5974,192,661,5,56,4,11,3,17,272,572,0,1,org.joda.time.format.TestDateTimeFormatter.testParseLocalDate_monthDay_feb29,TIME,6
497,Time Bug 25 - Weak Oracle,411,1860,26,155,0,0,1,3,1,3,51,156,0,6,org.joda.time.TestPeriod_Constructors.testConstructor_long_long_PeriodType_Chronology1,TIME,25
498,Time Bug 24 - Weak Oracle,513,1462,28,125,2,13,1,1,3,13,88,158,0,1,org.joda.time.TestLocalDateTime_Constructors.testConstructor_ObjectString3,TIME,24
499,Time Bug 19 - Weak Oracle 2,113,119,11,11,0,0,0,0,0,0,11,11,0,2,org.joda.time.TestLocalDateTime_Basics.testToDateTime,TIME,19
500,Time Bug 25 - Weak Oracle,236,371,18,30,1,1,0,0,0,0,28,34,0,3,org.joda.time.TestDateMidnight_Properties.testPropertyToIntervalYearOfEra,TIME,25
501,Time Bug 27 - Weak Oracle,1182,50988,117,8773,2,12,1,28,2,12,169,3566,0,1,org.joda.time.format.TestISOPeriodFormat.testFormatStandard,TIME,27
502,Time Bug 22 - Weak Oracle,365,848,29,79,0,0,3,4,1,1,39,70,0,1,org.joda.time.TestInterval_Constructors.testConstructor_RI_RP4,TIME,22
503,Time Bug 25 - Weak Oracle,186,203,20,21,0,0,0,0,0,0,21,22,0,2,org.joda.time.TestYearMonth_Basics.testToInterval_nullZone,TIME,25
504,Time Bug 19 - Weak Oracle 1,1187,5258,87,454,5,36,4,20,7,32,137,437,0,3,org.joda.time.TestPeriod_Constructors.testConstructor_RI_RI_PeriodType2,TIME,19
505,Time Bug 25 - Weak Oracle,1679,8993,154,746,0,0,3,5,0,0,223,1281,0,1,org.joda.time.TestMutableDateTime_Sets.testSetZoneRetainFields_DateTimeZone3,TIME,25
506,Time Bug 25 - Weak Oracle,394,458,22,35,0,0,0,0,0,0,66,68,0,2,org.joda.time.TestMutableDateTime_Constructors.testConstructor_int_int_int_int_int_int_int_Chronology,TIME,25
507,Time Bug 25 - Weak Oracle,347,1335,21,98,0,0,1,3,1,3,44,109,0,5,org.joda.time.TestMutablePeriod_Updates.testSetPeriod_long_long_NoWeeks,TIME,25
508,Time Bug 26 - Weak Oracle,1861,7407,179,758,1,1,0,0,1,1,219,1058,0,7,org.joda.time.TestInterval_Constructors.testConstructor_Object_Chronology1,TIME,26
509,Time Bug 26 - Weak Oracle,536,759,30,47,0,0,0,0,1,2,74,86,0,5,org.joda.time.TestDateTime_Properties.testPropertyAddYear,TIME,26
510,Time Bug 19 - Weak Oracle 1,287,487,26,45,1,1,0,0,0,0,27,36,0,2,org.joda.time.TestLocalDate_Basics.testToDateMidnight_Zone,TIME,19
511,Time Bug 19 - Weak Oracle 1,1142,4181,90,361,5,27,4,17,6,29,129,363,0,2,org.joda.time.TestInterval_Constructors.testConstructor_Object_Chronology2,TIME,19
512,Time Bug 24 - Weak Oracle,96,102,13,13,0,0,0,0,0,0,13,13,0,3,org.joda.time.format.TestDateTimeFormatter.testParseInto_zone2,TIME,24
513,Time Bug 26 - Weak Oracle,4386,61905,275,5606,4,45,8,62,10,101,618,8189,0,7,org.joda.time.TestSerialization.testSerializedBuddhistChronology,TIME,26
514,Time Bug 9 - Weak Oracle,417,530,49,68,0,0,2,2,2,2,53,64,0,4,org.joda.time.format.TestDateTimeFormatter.testParseLocalDateTime_simple,TIME,9
515,Time Bug 26 - Weak Oracle,737,1656,66,187,2,4,3,3,5,9,86,158,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_roundCeiling_day_NewYork_Autumn_preCutover,TIME,26
516,Time Bug 18 - Weak Oracle,916,2200,54,179,1,2,9,18,4,8,120,234,0,6,org.joda.time.chrono.TestBuddhistChronology.testKeyYears,TIME,18
517,Time Bug 24 - Weak Oracle,260,491,18,41,0,0,0,0,2,4,39,52,0,1,org.joda.time.format.TestDateTimeFormat.testFormatParse_textEraAD_France,TIME,24
518,Time Bug 19 - Weak Oracle 1,934,3990,73,361,5,36,4,17,6,29,100,332,0,6,org.joda.time.convert.TestStringConverter.testGetInstantMillis_Object_Zone,TIME,19
519,Time Bug 25 - Weak Oracle,586,1325,53,148,2,4,0,0,3,7,78,141,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_new_Turk,TIME,25
520,Time Bug 25 - Weak Oracle,121,127,14,14,0,0,0,0,0,0,10,10,0,8,org.joda.time.TestMutableDateTime_Properties.testPropertyToIntervalDayOfMonth,TIME,25
521,Time Bug 26 - Weak Oracle,359,609,26,47,1,3,0,0,1,3,49,62,0,96,org.joda.time.format.TestTextFields.testHalfdayNames,TIME,26
522,Time Bug 21 - Weak Oracle,155,184,17,24,0,0,2,2,2,2,17,19,0,1,org.joda.time.format.TestDateTimeFormatStyle.testForStyle_longDateTime,TIME,21
523,Time Bug 25 - Weak Oracle,473,2581,24,159,1,12,2,12,3,24,73,269,0,1,org.joda.time.TestDateTime_Properties.testPropertyGetWeekyear,TIME,25
524,Time Bug 19 - Weak Oracle 1,322,437,32,42,0,0,0,0,0,0,35,42,0,2,org.joda.time.format.TestDateTimeFormatterBuilder.test_localPrintParseZoneTokyo,TIME,19
525,Time Bug 19 - Weak Oracle 2,221,378,18,33,1,1,0,0,0,0,24,31,0,2,org.joda.time.TestLocalDate_Basics.testToDateMidnight,TIME,19
526,Time Bug 26 - Weak Oracle,581,2156,33,180,1,4,4,12,0,0,82,240,0,2,org.joda.time.TestMutableDateTime_Properties.testPropertyToIntervalYearOfEra,TIME,26
527,Time Bug 5 - Weak Oracle,404,4025,27,422,1,1,2,2,2,2,65,426,0,1,org.joda.time.TestPeriod_Basics.testNormalizedStandard_yearMonthWeekDay,TIME,5
528,Time Bug 25 - Weak Oracle,285,668,25,60,1,2,0,0,0,0,35,58,0,2,org.joda.time.TestDateMidnight_Basics.testWithFields_RPartial,TIME,25
529,Time Bug 25 - Weak Oracle,595,4261,37,312,1,16,1,8,1,16,96,422,0,1,org.joda.time.TestTimeOfDay_Basics.testToDateTimeToday_nullZone,TIME,25
530,Time Bug 7 - Weak Oracle,2197,19251,181,1794,5,157,7,75,6,125,263,1641,0,1,org.joda.time.format.TestDateTimeFormatter.testParseInto_monthDay_feb29_startOfYear,TIME,7
531,Time Bug 25 - Weak Oracle,490,1932,20,91,1,1,0,0,1,5,91,252,0,1,org.joda.time.TestDateMidnight_Properties.testPropertyGetYear,TIME,25
532,Time Bug 6 - Weak Oracle,3693,23658,258,2079,4,12,6,16,6,27,499,3022,0,1,org.joda.time.chrono.TestBuddhistChronology.testFactory_Zone,TIME,6
533,Time Bug 6 - Weak Oracle,378,394,28,28,1,1,0,0,1,1,47,50,0,3,org.joda.time.TestMutableInterval_Constructors.testConstructor_long_long_Chronology1,TIME,6
534,Time Bug 25 - Weak Oracle,382,2033,29,173,0,0,1,3,1,3,43,187,0,10,org.joda.time.TestMutableInterval_Basics.testToPeriod,TIME,25
535,Time Bug 25 - Weak Oracle,242,385,15,22,0,0,0,0,0,0,36,43,0,1,org.joda.time.TestMutablePeriod_Updates.testSetPeriod_long_long3,TIME,25
536,Time Bug 9 - Weak Oracle,181,279,20,34,0,0,4,6,3,3,20,24,0,6,org.joda.time.TestDateTimeZone.testForOffsetMillis_int,TIME,9
537,Time Bug 19 - Weak Oracle 1,1127,4335,83,379,5,36,4,17,6,29,134,373,0,1,org.joda.time.TestPeriod_Constructors.testConstructor_RD_RI2,TIME,19
538,Time Bug 26 - Weak Oracle,713,1320,53,118,2,2,4,5,4,4,69,106,0,1,org.joda.time.TestMutableInterval_Constructors.testConstructor_RP_RI7,TIME,26
539,Time Bug 25 - Weak Oracle,309,383,22,28,0,0,1,1,0,0,38,47,0,1,org.joda.time.TestInterval_Constructors.testConstructor_RD_RI1,TIME,25
540,Time Bug 19 - Weak Oracle 1,1557,5864,130,555,5,19,8,21,10,41,193,528,0,1,org.joda.time.TestMutableDateTime_Sets.testSetDayOfMonth_int2,TIME,19
541,Time Bug 19 - Weak Oracle 1,1023,4211,79,379,6,37,4,17,6,29,109,347,0,1,org.joda.time.TestDateMidnight_Basics.testWithFieldAdded4,TIME,19
542,Time Bug 25 - Weak Oracle,1006,3631,91,403,3,9,6,13,7,20,112,337,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_roundFloor_secondOfMinute_NewYork_Autumn_postCutover,TIME,25
543,Time Bug 24 - Weak Oracle,698,3661,66,449,0,0,2,4,3,5,91,381,0,4,org.joda.time.format.TestISODateTimeFormatParsing.test_hourMinuteSecondMillis,TIME,24
544,Time Bug 25 - Weak Oracle,1427,5048,143,589,2,4,1,2,3,7,176,558,0,1,org.joda.time.chrono.TestLenientChronology.test_strictChrononolgy_Chicago,TIME,25
545,Time Bug 26 - Weak Oracle,903,3371,87,391,2,9,5,9,7,21,100,312,0,4,org.joda.time.TestTimeOfDay_Basics.testToDateTime_RI,TIME,26
546,Time Bug 24 - Weak Oracle,1980,43068,151,3667,5,251,10,198,7,304,241,3712,0,1,org.joda.time.convert.TestStringConverter.testSetIntoInterval_Object_Chronology2,TIME,24
547,Time Bug 25 - Weak Oracle,345,818,23,67,0,0,0,0,2,4,37,70,0,1,org.joda.time.TestYearMonthDay_Constructors.testConstructor_ObjectString5,TIME,25
548,Time Bug 26 - Weak Oracle,397,1722,17,90,0,0,0,0,1,5,68,232,0,1,org.joda.time.TestDateMidnight_Properties.testPropertyGetEra,TIME,26
549,Time Bug 19 - Weak Oracle 1,2116,13482,187,1427,5,48,4,17,6,44,265,1407,0,1,org.joda.time.format.TestDateTimeFormatStyle.testForStyle_fullDate,TIME,19
550,Time Bug 25 - Weak Oracle,983,2493,87,261,3,8,5,8,7,17,109,213,0,1,org.joda.time.TestMutableDateTime_Sets.testSetWeekOfWeekyear_int1,TIME,25
551,Time Bug 24 - Weak Oracle,972,29656,86,3462,0,0,2,12,3,15,117,2532,0,6,org.joda.time.format.TestISODateTimeFormatParsing.test_localDateOptionalTimeParser,TIME,24
552,Time Bug 25 - Weak Oracle,382,2033,29,173,0,0,1,3,1,3,43,187,0,10,org.joda.time.TestInterval_Basics.testToPeriod_PeriodType1,TIME,25
553,Time Bug 19 - Weak Oracle 1,949,3030,78,329,2,10,3,3,5,18,130,322,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_setHourZero_Gaza,TIME,19
554,Time Bug 24 - Weak Oracle,287,393,27,45,1,1,2,2,2,2,41,52,0,4,org.joda.time.format.TestDateTimeFormatter.testParseLocalDate_yearOfEra,TIME,24
555,Time Bug 3 - Weak Oracle,1303,4274,107,395,5,14,7,18,7,27,148,376,0,1,org.joda.time.TestMutableDateTime_Adds.testAddDays_int_dstOverlapSummer_addZero,TIME,3
556,Time Bug 25 - Weak Oracle,354,1339,23,101,0,0,1,3,1,3,43,107,0,4,org.joda.time.TestMutablePeriod_Constructors.testConstructor_RI_RD_PeriodType1,TIME,25
557,Time Bug 19 - Weak Oracle 1,1568,21648,120,1761,5,105,6,97,7,165,187,1918,0,1,org.joda.time.TestLocalTime_Constructors.testConstructor_DateTimeZone,TIME,19
558,Time Bug 12 - Weak Oracle 2,824,4737,54,342,4,16,4,4,5,46,154,580,0,1,org.joda.time.TestLocalDateTime_Basics.testToDate_winter,TIME,12
559,Time Bug 26 - Weak Oracle,686,1502,64,174,2,4,2,2,5,9,83,151,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_roundCeiling_Turk,TIME,26
560,Time Bug 24 - Weak Oracle,260,491,18,41,0,0,0,0,2,4,39,52,0,1,org.joda.time.format.TestDateTimeFormat.testParse_textMonthJanLong_UK,TIME,24
561,Time Bug 6 - Weak Oracle,564,978,35,81,1,1,6,12,1,1,80,128,0,2,org.joda.time.chrono.TestGJChronology.testIllegalDates,TIME,6
562,Time Bug 19 - Weak Oracle 1,1912,25158,160,2485,6,177,7,75,8,163,227,2224,0,1,org.joda.time.TestDateTime_Properties.testPropertySetTextMonthOfYear,TIME,19
563,Time Bug 24 - Weak Oracle,96,102,13,13,0,0,0,0,0,0,13,13,0,4,org.joda.time.format.TestDateTimeFormatter.testParseInto_chrono,TIME,24
564,Time Bug 20 - Weak Oracle 1,1053,3294,98,343,3,12,5,12,6,20,133,308,0,2,org.joda.time.format.TestDateTimeFormatterBuilder.test_localPrintParseOffsetAndZone,TIME,20
565,Time Bug 19 - Weak Oracle 1,950,3936,72,324,4,15,4,17,6,29,106,338,0,4,org.joda.time.TestDateTime_Basics.testWithFieldAdded1,TIME,19
566,Time Bug 22 - Weak Oracle,365,848,29,79,0,0,3,4,1,1,39,70,0,1,org.joda.time.TestMutableInterval_Constructors.testConstructor_RP_RI4,TIME,22
567,Time Bug 12 - Weak Oracle 2,642,2451,47,245,0,0,3,3,3,9,92,301,0,1,org.joda.time.TestLocalDate_Constructors.testFactory_fromDateFields_beforeYearZero3,TIME,12
568,Time Bug 9 - Weak Oracle,527,693,54,80,1,1,2,2,3,3,70,87,0,4,org.joda.time.format.TestDateTimeFormatter.testParseLocalTime_simple,TIME,9
569,Time Bug 19 - Weak Oracle 1,1149,4927,78,389,4,15,4,20,7,31,138,424,0,6,org.joda.time.TestMutablePeriod_Updates.testSetPeriod_long_long_NoSeconds,TIME,19
570,Time Bug 25 - Weak Oracle,165,173,14,14,0,0,0,0,0,0,21,21,0,3,org.joda.time.TestDateTime_Properties.testPropertyToIntervalMonthOfYear,TIME,25
571,Time Bug 24 - Weak Oracle,340,627,22,51,0,0,2,2,3,5,43,58,0,1,org.joda.time.format.TestDateTimeFormat.testFormatParse_textEraBC_France,TIME,24
572,Time Bug 25 - Weak Oracle,1062,4232,87,432,3,16,4,4,6,22,139,427,0,1,org.joda.time.TestDateTime_Properties.testPropertySetDayOfYear,TIME,25
573,Time Bug 14 - Weak Oracle,649,1476,50,136,3,11,1,3,4,9,77,135,0,4,org.joda.time.TestYearMonth_Properties.testPropertyAddMonth,TIME,14
574,Time Bug 22 - Weak Oracle,590,2260,40,207,0,0,1,3,1,3,85,213,0,1,org.joda.time.TestMutablePeriod_Updates.testAdd_long1,TIME,22
575,Time Bug 26 - Weak Oracle,324,445,24,34,1,1,0,0,2,2,40,45,0,6,org.joda.time.TestYearMonthDay_Basics.testToDateTimeAtCurrentTime_Zone,TIME,26
576,Time Bug 25 - Weak Oracle,201,286,20,32,0,0,0,0,0,0,29,33,0,1,org.joda.time.TestLocalDate_Basics.testToInterval_nullZone,TIME,25
577,Time Bug 19 - Weak Oracle 1,1575,9211,107,733,6,44,5,29,8,59,207,825,0,1,org.joda.time.TestYearMonthDay_Basics.testToDateTimeAtCurrentTime,TIME,19
578,Time Bug 24 - Weak Oracle,517,2574,55,326,0,0,0,0,0,0,66,279,0,2,org.joda.time.format.TestISODateTimeFormatParsing.test_tTimeNoMillis,TIME,24
579,Time Bug 3 - Weak Oracle,749,1638,68,179,2,4,4,6,5,9,84,153,0,2,org.joda.time.TestMutableDateTime_Adds.testAddHours_int_dstOverlapWinter_addZero,TIME,3
580,Time Bug 26 - Weak Oracle,439,4769,27,262,1,14,3,18,2,28,72,633,0,2,org.joda.time.TestDateMidnight_Properties.testPropertyEqualsHashCodeLenient,TIME,26
581,Time Bug 25 - Weak Oracle,455,935,30,76,0,0,0,0,2,4,57,90,0,1,org.joda.time.TestYearMonthDay_Constructors.testConstructor_nullDateTimeZone,TIME,25
